Property ID in AVL packet|Property Name|Bytes|Type|Min|Max|Multiplier|Units|Description|HW Support|Parameter Group
127|Mowing Efficiency|4|Unsigned|0|4294967295|-|m2/h|Mowing efficiency|\n\nFMBXXX\n\n|ALLCAN300
128|Grain Mown Volume|4|Unsigned|0|4294967295|-|kg|Mown volume|\n\nFMBXXX\n\n|ALLCAN300
129|Grain Moisture|2|Unsigned|0|100|-|%|Grain moisture|\n\nFMBXXX\n\n|ALLCAN300
130|Harvesting Drum RPM|2|Unsigned|0|65535|-|rpm|Harvesting drum rpm|\n\nFMBXXX\n\n|ALLCAN300
131|Gap Under Harvesting Drum|1|Unsigned|0|255|-|mm|Gap under harvesting drum|\n\nFMBXXX\n\n|ALLCAN300
132|Security State Flags|8|Unsigned|0|0xFFFFFFFFFFFFFFFF|-|-|Security state flags|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
133|Tachograph Total Vehicle Distance|4|Unsigned|0|4294967295|-|m|Tacho Total Vehicle Distance|\n\nFMBXXX\n\n|ALLCAN300
134|Trip Distance|4|Unsigned|0|4294967295|-|m|Trip distance|\n\nFMBXXX\n\n|ALLCAN300
135|Tachograph Vehicle Speed|2|Unsigned|0|255|-|km/h|Tacho vehicle speed|\n\nFMBXXX\n\n|ALLCAN300
136|Tacho Driver Card Presence|1|Unsigned|0|3|-|-|Tacho Driver Card Presence|\n\nFMBXXX\n\n|ALLCAN300
137|Driver 1 States|1|Unsigned|0|255|-|-|Driver 1 States|\n\nFMBXXX\n\n|ALLCAN300
138|Driver 2 States|1|Unsigned|0|255|-|-|Driver 2 States|\n\nFMBXXX\n\n|ALLCAN300
139|Driver 1 Continuous Driving Time|2|Unsigned|0|65535|-|min.|Driver 1 Continuous Driving Time, minutes|\n\nFMBXXX\n\n|ALLCAN300
140|Driver 2 Continuous Driving Time|2|Unsigned|0|65535|-|min.|Driver 2 Continuous Driving Time, minutes|\n\nFMBXXX\n\n|ALLCAN300
141|Driver 1 Cumulative Break Time|2|Unsigned|0|65535|-|min.|Driver 1 Cumulative Break Time, minutes|\n\nFMBXXX\n\n|ALLCAN300
142|Driver 2 Cumulative Break Time|2|Unsigned|0|65535|-|min.|Driver 2 Cumulative Break Time, minutes|\n\nFMBXXX\n\n|ALLCAN300
143|Driver 1 Selected Activity Duration|2|Unsigned|0|65535|-|min.|Driver 1 Duration Of Selected Activity, minutes|\n\nFMBXXX\n\n|ALLCAN300
144|Driver 2 Selected Activity Duration|2|Unsigned|0|65535|-|min.|Driver 2 Duration Of Selected Activity, minutes|\n\nFMBXXX\n\n|ALLCAN300
145|Driver 1 Cumulative Driving Time|2|Unsigned|0|65535|-|min.|Driver 1 Cumulative Driving Time, minutes|\n\nFMBXXX\n\n|ALLCAN300
146|Driver 2 Cumulative Driving Time|2|Unsigned|0|65535|-|min.|Driver 2 Cumulative Driving Time, minutes|\n\nFMBXXX\n\n|ALLCAN300
147|Driver 1 ID High|8|Unsigned|0|0xFFFFFFFFFFFFFFFF|-|-|Driver 1 ID High|\n\nFMBXXX\n\n|ALLCAN300
148|Driver 1 ID Low|8|Unsigned|0|0xFFFFFFFFFFFFFFFF|-|-|Driver 1 ID Low|\n\nFMBXXX\n\n|ALLCAN300
149|Driver 2 ID High|8|Unsigned|0|0xFFFFFFFFFFFFFFFF|-|-|Driver 2 ID High|\n\nFMBXXX\n\n|ALLCAN300
150|Driver 2 ID Low|8|Unsigned|0|0xFFFFFFFFFFFFFFFF|-|-|Driver 2 ID Low|\n\nFMBXXX\n\n|ALLCAN300
151|Battery Temperature|2|Signed|-600|1270|0.1|°C|Battery temperature in Celsius|\n\nFMBXXX\n\n|ALLCAN300
152|HV Battery Level|1|Unsigned|0|100|-|%|Battery level in percent|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
160|DTC Faults|1|Unsigned|0|255|-|-|DTC faults Count|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
161|Slope of Arm|2|Signed|-3276|3276|-|Degrees °|Slope Of Arm|\n\nFMBXXX\n\n|ALLCAN300
162|Rotation of Arm|2|Signed|-180|180|-|Degrees °|Rotation Of Arm|\n\nFMBXXX\n\n|ALLCAN300
163|Eject of Arm|2|Unsigned|0|6553|-|m|Eject of arm|\n\nFMBXXX\n\n|ALLCAN300
164|Horizontal Distance Arm Vehicle|2|Unsigned|0|6553|-|m|Horizontal Distance Arm Vehicle|\n\nFMBXXX\n\n|ALLCAN300
165|Height Arm Above Ground|2|Unsigned|0|6553|-|m|Height Arm Above Ground|\n\nFMBXXX\n\n|ALLCAN300
166|Drill RPM|2|Unsigned|0|65535|-|rpm|Drill RPM|\n\nFMBXXX\n\n|ALLCAN300
167|Amount Of Spread Salt Square Meter|2|Unsigned|0|655|-|g/m2|Amount Of Spread Salt Square Meter|\n\nFMBXXX\n\n|ALLCAN300
168|Battery Voltage|2|Unsigned|0|6553|-|V|Battery Voltage|\n\nFMBXXX\n\n|ALLCAN300
169|Amount Of Spread Fine Grained Salt|4|Unsigned|0|1677722|-|T|Amount Of Spread Fine Grained Salt|\n\nFMBXXX\n\n|ALLCAN300
170|Amount Of Coarse Grained Salt|4|Unsigned|0|1677722|-|T|Amount Of Coarse Grained Salt|\n\nFMBXXX\n\n|ALLCAN300
171|Amount Of Spread DiMix|4|Unsigned|0|1677722|-|T|Amount Of Spread DiMix|\n\nFMBXXX\n\n|ALLCAN300
172|Amount Of Spread Coarse Grained Calcium|4|Unsigned|0|1677722|-|m3|Amount Of Spread Coarse Grained Calcium|\n\nFMBXXX\n\n|ALLCAN300
173|Amount Of Spread Calcium Chloride|4|Unsigned|0|1677722|-|m3|Amount Of Spread Calcium Chloride|\n\nFMBXXX\n\n|ALLCAN300
174|Amount Of Spread Sodium Chloride|4|Unsigned|0|1677722|-|m3|Amount Of Spread Sodium Chloride|\n\nFMBXXX\n\n|ALLCAN300
176|Amount Of Spread Magnesium Chloride|4|Unsigned|0|1677722|-|m3|Amount Of Spread Magnesium Chloride|\n\nFMBXXX\n\n|ALLCAN300
177|Amount Of Spread Gravel|4|Unsigned|0|1677722|-|T|Amount Of Spread Gravel|\n\nFMBXXX\n\n|ALLCAN300
178|Amount Of Spread Sand|4|Unsigned|0|1677722|-|T|Amount Of Spread Sand|\n\nFMBXXX\n\n|ALLCAN300
183|Width Pouring Left|2|Unsigned|0|655|-|m|Width Pouring Left|\n\nFMBXXX\n\n|ALLCAN300
184|Width Pouring Right|2|Unsigned|0|655|-|m|Width Pouring Right|\n\nFMBXXX\n\n|ALLCAN300
185|Salt Spreader Working Hours|4|Unsigned|0|167722|-|h|Salt Spreader Working Hours|\n\nFMBXXX\n\n|ALLCAN300
186|Distance During Salting|4|Unsigned|0|167722|-|km|Distance During Salting|\n\nFMBXXX\n\n|ALLCAN300
187|Load Weight|4|Unsigned|0|16772215|-|kg|Load Weight|\n\nFMBXXX\n\n|ALLCAN300
188|Retarder Load|1|Unsigned|0|130|-|%|Retarded Load in percent|\n\nFMBXXX\n\n|ALLCAN300
189|Cruise Time|4|Unsigned|0|16772215|-|min|Cruise time in minutes|\n\nFMBXXX\n\n|ALLCAN300
232|CNG Status|1|Unsigned|0|1|-|-|CNG Status|\n\nFMBXXX\n\n|LVCAN200, CANCONTROL
233|CNG Used|4|Unsigned|0|16772215|-|kg|CNG used|\n\nFMBXXX\n\n|LVCAN200, CANCONTROL
234|CNG Level|1|Unsigned|0|100|-|%|CNG Level|\n\nFMBXXX\n\n|LVCAN200, CANCONTROL
235|Oil Level|1|Unsigned|0|1|-|-|Engine Oil Level Indicator Status|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
304|Vehicles Range On Battery|4|Unsigned|0|16777215|-|m|Vehicle Range on Battery|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
305|Vehicles Range On Additional Fuel|4|Unsigned|0|16777215|-|m|Vehicle Range On Additional Fuel|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
325|VIN|17|ASCII|0|0xFF|-|-|VIN number|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
282|Fault Codes|Variable|-|0|128|-|-|DTC Fault codes|\n\nFMBXXX\n\n|LV-CAN200 + DTC
517|Security State Flags P4|8|HEX|0|0xffffffffffffffff|-|-|Security state flags protocol 4, more information click here Flags|\n\nFMBXXX\n\n|ALLCAN300
518|Control State Flags P4|8|HEX|0|0xffffffffffffffff|-|-|Control state flags protocol 4, more information click here Flags|\n\nFMBXXX\n\n|ALLCAN300
519|Indicator State Flags P4|8|HEX|0|0xffffffffffffffff|-|-|Indicator state flags protocol 4, more information click here Flags|\n\nFMBXXX\n\n|ALLCAN300
520|Agricultural State Flags P4|8|HEX|0|0xffffffffffffffff|-|-|Agricultural state flags protocol 4, more information click here Flags|\n\nFMBXXX\n\n|ALLCAN300
521|Utility State Flags P4|8|HEX|0|0xffffffffffffffff|-|-|Utility state flags protocol 4, more information click here Flags|\n\nFMBXXX\n\n|ALLCAN300
522|Cistern State Flags P4|8|HEX|0|0xffffffffffffffff|-|-|Cistern state flags protocol 4, more information click here Flags|\n\nFMBXXX\n\n|ALLCAN300
855|LNG Used|4|Unsigned|0|214748364|-|kg|Total LNG used in kilograms|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
856|LNG Used (counted)|4|Unsigned|0|214748364|-|kg|Total LNG used counted in kg|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
857|LNG Level|2|Unsigned|0|100|-|%|LNG level in proc|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
858|LNG Level|2|Unsigned|0|6553|-|kg|LNG level in kg|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
1100|Total LPG Used|4|Unsigned|0|4294967295|-|l|Total LPG used in liters|\n\nFMBXXX\n\n|LVCAN
1101|Total LPG Used Counted|4|Unsigned|0|4294967295|-|l|Total LPG used counted in liters|\n\nFMBXXX\n\n|LVCAN
1102|LPG Level Proc|2|Unsigned|0|65535|-|%|LPG level in proc|\n\nFMBXXX\n\n|LVCAN
1103|LPG Level Liters|2|Unsigned|0|65535|-|l|LPG level in liters|\n\nFMBXXX\n\n|LVCAN
898|SSF Ignition|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300, CANCONTROL
652|SSF KeyInIgnitionLock|1|Unsigned|0|1|-|-|\n0 - No key in lock\n\n1 - Key in lock\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
899|SSF Webasto|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
900|SSF Engine Working|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
901|SSF Standalone Engine|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
902|SSF Ready To Drive|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
903|SSF Engine Working On CNG|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
904|SSF Work Mode|1|Unsigned|0|1|-|-|\n0 - Private\n\n1 - Company\n|\n\nFMBXXX\n\n|ALLCAN300
905|SSF Operator|1|Unsigned|0|1|-|-|\n0 - Not present\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
906|SSF Interlock|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
907|SSF Engine Lock Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|CANCONTROL
908|SSF Request To Lock Engine|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|CANCONTROL
653|SSF Handbrake Is Active|1|Unsigned|0|1|-|-|\n0 - Handbrake inactive\n\n1 - Handbrake active\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
910|SSF Footbrake Is Active|1|Unsigned|0|1|-|-|\n0 - Footbrake inactive\n\n1 - Footbrake active\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
911|SSF Clutch Pushed|1|Unsigned|0|1|-|-|\n0 - Clutch is pushed\n\n1 - Clutch is not pushed\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
912|SSF Hazard Warning Lights|1|Unsigned|0|1|-|-|\n0 - Hazard warning lights on\n\n1 - Hazard warning lights off\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
654|SSF Front Left Door Open|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300, CANCONTROL
655|SSF Front Right Door Open|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300, CANCONTROL
656|SSF Rear Left Door Open|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300, CANCONTROL
657|SSF Rear Right Door Open|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300, CANCONTROL
658|SSF Trunk Door Open|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300, CANCONTROL
913|SSF Engine Cover Open|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300, CANCONTROL
909|SSF Roof Open|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300, CANCONTROL
914|SSF Charging Wire Plugged|1|Unsigned|0|1|-|-|\n0 - Unplugged\n\n1 - Plugged\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
915|SSF Batttery Charging|1|Unsigned|0|1|-|-|\n0 - Not charging\n\n1 - Charging\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
916|SSF Electric Engine State|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
917|SSF Car Closed Factory Remote|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
662|SSF Car Is Closed|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
918|SSF Factory Alarm Actuated|1|Unsigned|0|1|-|-|\n0 - Not actuated\n\n1 - Actuated\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
919|SSF Factory Alarm Emulated|1|Unsigned|0|1|-|-|\n0 - Not emulated\n\n1 - Emulated\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
920|SSF Signal Close Factory Remote|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
921|SSF Signal Open Factory Remote|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
922|SSF Rearming Signal|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
923|SSF Trunk Door Opened Factory Remote|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Open\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
924|SSF CAN Module In Sleep|1|Unsigned|0|1|-|-|\n0 - Not in sleep\n\n1 - In sleep\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300, CANCONTROL
925|SSF Factory Remote 3x|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
926|SSF Factory Armed|1|Unsigned|0|1|-|-|\n0 - Not armed\n\n1 - Armed\n|\n\nFMBXXX\n\n|CANCONTROL
660|SSF Parking Gear Active (automatic gear box)|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
661|SSF Reverse Gear Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
659|SSF Neutral Gear Active (automatic gear box)|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
927|SSF Drive Is Active (automatic gear box)|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
1083|SSF Engine Working On Dual Fuel|1|Unsigned|0|1|-|-|\n0 - Not working\n\n1 - Working\n|\n\nFMBXXX\n\n|ALLCAN300
1084|SSF Engine Working On LPG|1|Unsigned|0|1|-|-|\n0 - Not working\n\n1 - Working\n|\n\nFMBXXX\n\n|ALLCAN300
928|CSF Parking Lights|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
929|CSF Dipped Head lights|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
930|CSF Full Beam Headlights|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
931|CSF Rear Fog Lights|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
932|CSF Front Fog Lights|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
933|CSF Additional Front Lights|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
934|CSF Additional Rear Lights|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
935|CSF Light Signal|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
936|CSF Air Conditioning|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
937|CSF Cruise Control|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
938|CSF Automatic Retarder|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
939|CSF Manual Retarder|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
940|CSF Driver's Seatbelt Fastened|1|Unsigned|0|1|-|-|\n0 - Not fastened\n\n1 - Fastened\n|\n\nFMBXXX\n\n|ALLCAN300
941|CSF Front Driver's Seatbelt Fastened|1|Unsigned|0|1|-|-|\n0 - Not fastened\n\n1 - Fastened\n|\n\nFMBXXX\n\n|ALLCAN300
942|CSF Left Driver's Seatbelt Fastened|1|Unsigned|0|1|-|-|\n0 - Not fastened\n\n1 - Fastened\n|\n\nFMBXXX\n\n|ALLCAN300
943|CSF Right Driver's Seatbelt Fastened|1|Unsigned|0|1|-|-|\n0 - Not fastened\n\n1 - Fastened\n|\n\nFMBXXX\n\n|ALLCAN300
944|CSF Centre Driver's Seatbelt Fastened|1|Unsigned|0|1|-|-|\n0 - Not fastened\n\n1 - Fastened\n|\n\nFMBXXX\n\n|ALLCAN300
945|CSF Front Passenger Present|1|Unsigned|0|1|-|-|\n0 - Not present\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
946|CSF PTO|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
947|CSF Front Differential Locked|1|Unsigned|0|1|-|-|\n0 - Unlocked\n\n1 - Locked\n|\n\nFMBXXX\n\n|ALLCAN300
948|CSF Rear Differential Locked|1|Unsigned|0|1|-|-|\n0 - Unlocked\n\n1 - Locked\n|\n\nFMBXXX\n\n|ALLCAN300
949|CSF Central Differential 4HI Locked|1|Unsigned|0|1|-|-|\n0 - Unlocked\n\n1 - Locked\n|\n\nFMBXXX\n\n|ALLCAN300
950|CSF Rear Differential 4LO Locked|1|Unsigned|0|1|-|-|\n0 - Unlocked\n\n1 - Locked\n|\n\nFMBXXX\n\n|ALLCAN300
951|CSF Trailer Axle 1 Lift Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
952|CSF Trailer Axle 2 Lift Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
1085|CSF Trailer Connected|1|Unsigned|0|1|-|-|\n0 - Disconnected\n\n1 - Connected\n|\n\nFMBXXX\n\n|ALLCAN300
1086|CSF Start Stop System Inactive|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
953|ISF Check Engine Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
954|ISF ABS Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
955|ISF ESP Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
956|ISF ESP Turned Off|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
957|ISF Stop Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
958|ISF Oil Level Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300, CANCONTROL
959|ISF Coolant liquid level|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
960|ISF Battery Not Charging Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
961|ISF Handbrake System Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
962|ISF AIRBAG Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
963|ISF EPS Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
964|ISF Warning Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
965|ISF Lights Failure Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
966|ISF Low Tire Pressure Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
967|ISF Wear Of Brake Pads Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
968|ISF Low Fuel Level Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
969|ISF Maintenence required Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
970|ISF Glow Plug Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
971|ISF FAP Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
972|ISF EPC (Electronic Power Control) Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
973|ISF Clogged Engine Oil Filter Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
974|ISF Low Engine Oil Pressure Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
975|ISF Too High Engine Oil Temperature Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
976|ISF Low Coolant Level Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
977|ISF Clogged Hydraulic System Oil filter Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
978|ISF Hydraulic System Low Pressure Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
979|ISF Hydraulic Oil Low Level Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
980|ISF Hydraulic System High Temperature Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
981|ISF Oil Overflow In Hydraulic Chamber Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
982|ISF Clogged Air Filter Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
983|ISF Clogged Fuel Filter Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
984|ISF Water in Fuel Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
985|ISF Clogged Brake System Filter Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
986|ISF Low Washer Fluid Level Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300
987|ISF Low AdBlue Level Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300
988|ISF Low Trailer Tyre Pressure Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
989|ISF Wear Of Trailer Brake Lining Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
990|ISF High Trailer Brake Temperature Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
991|ISF Incorrect Trailer Pneumatic Supply Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
992|ISF Low CNG Level Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|LVCAN, ALLCAN300
993|ASF Right Joystick Moved Right Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
994|ASF Right Joystick Moved Left Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
